file,sent_id,node,form,lemma,correction,local_function,local_category,parent_category,local_phrase,parent_phrase,nearest_np_function,nearest_np,chain,sentence
ewt-test_iaa50.cgel,answers-20111108104957AAsMzvU_ans-0006,44,a,a,[none],Det,DP,NP,a,a basking temp in the upper 80's F,Obj,a basking temp in the upper 80's F,Head:D > Det:DP,A pacman frog will need a heat source that creates a basking temp in the upper 80's F for at least 10 - 12 hours a day.
ewt-test_iaa50.cgel,answers-20111108104957AAsMzvU_ans-0006,59,the,the,[none],Det,DP,NP,the,the upper 80's F,Obj,the upper 80's F,Head:D > Det:DP,A pacman frog will need a heat source that creates a basking temp in the upper 80's F for at least 10 - 12 hours a day.
ewt-test_iaa50.cgel,answers-20111108104957AAsMzvU_ans-0006,89,10,10,[none],Coordinate,DP,Coordination,10,10 - 12,Obj,at least 10 - 12 hours a day,Head:D > Coordinate:DP,A pacman frog will need a heat source that creates a basking temp in the upper 80's F for at least 10 - 12 hours a day.
ewt-test_iaa50.cgel,answers-20111108104957AAsMzvU_ans-0006,96,12,12,[none],Coordinate,DP,Coordination,- 12,10 - 12,Obj,at least 10 - 12 hours a day,Head:D > Head:DP > Coordinate:DP,A pacman frog will need a heat source that creates a basking temp in the upper 80's F for at least 10 - 12 hours a day.
ewt-test_iaa50.cgel,answers-20111108104957AAsMzvU_ans-0006,105,a,a,[none],Det,DP,NP,a,a day,Mod,a day,Head:D > Det:DP,A pacman frog will need a heat source that creates a basking temp in the upper 80's F for at least 10 - 12 hours a day.
ewt-test_iaa50.cgel,answers-20111106103415AAqdokn_ans-0010,16,5,5,[none],Det,DP,NP,5,5 locations,DisplacedSubj,5 locations,Head:D > Det:DP,There are currently 5 locations:
ewt-test_iaa50.cgel,weblog-blogspot.com_floppingaces_20050313182621_ENG_20050313_182621-0005,85,the,the,[none],Det,DP,NP,the,the message on the placards they are using,Obj,the message on the placards they are using,Head:D > Det:DP,"UN Secretary-General Kofi Annan has indicated it is time to ""recognize Hezbollah"" after easily being duped by ""the message on the placards they are using""."
ewt-test_iaa50.cgel,weblog-blogspot.com_floppingaces_20050313182621_ENG_20050313_182621-0005,95,the,the,[none],Det,DP,NP,the,the placards they are using,Obj,the placards they are using,Head:D > Det:DP,"UN Secretary-General Kofi Annan has indicated it is time to ""recognize Hezbollah"" after easily being duped by ""the message on the placards they are using""."
ewt-test_iaa50.cgel,answers-20111107221352AAlIioO_ans-0005,15,a,a,[none],Det,DP,NP,a,a great list of different restaurants in San Francisco,Postnucleus,a great list of different restaurants in San Francisco,Head:D > Det:DP,Here is a great list of different restaurants in San Francisco
ewt-test_iaa50.cgel,reviews-122564-0002,3,the,the,[none],Det,DP,NP,the,the apartment,Subj,the apartment,Head:D > Det:DP,"the apartment only looks good outsize, inside is too bad."
ewt-test_iaa50.cgel,reviews-252791-0003,24,a,a,[none],Det,DP,NP,a,a bag,Obj,a bag,Head:D > Det:DP,"I had to dig in a bag to find one nice feather, what a joke!"
ewt-test_iaa50.cgel,reviews-252791-0003,39,one,one,[none],Det,DP,NP,one,one nice feather,Obj,one nice feather,Head:D > Det:DP,"I had to dig in a bag to find one nice feather, what a joke!"
ewt-test_iaa50.cgel,reviews-252791-0003,55,a,a,[none],Det,DP,NP,a,a joke,Head,a joke,Head:D > Det:DP,"I had to dig in a bag to find one nice feather, what a joke!"
ewt-test_iaa50.cgel,answers-20111107214231AA68BMD_ans-0001,9,anyone,anyone,[none],Det-Head,DP,Nom,anyone,anyone,Subj,anyone,Head:D > Det-Head:DP,Has anyone ever worked for steiner leisure cruises?
ewt-test_iaa50.cgel,answers-20111107155815AA6LXXJ_ans-0001,38,which,which,[none],Det-Head,DP,Nom,which,which,Subj,which,Head:D > Det-Head:DP,"out of carnival, royal caribbean, and norweigan (cruises) which is the best and why?"
ewt-test_iaa50.cgel,answers-20111107155815AA6LXXJ_ans-0001,47,the,the,[none],Det,DP,NP,the,the best,PredComp,the best,Head:D > Det:DP,"out of carnival, royal caribbean, and norweigan (cruises) which is the best and why?"
ewt-test_iaa50.cgel,email-enronsent27_02-0009,34,some,some,[none],Det,DP,NP,some,some ideas,Obj,some ideas,Head:D > Det:DP,Richard Harper and Mary Nell Browning may have some ideas here but I am sure you've already gone through it with them.
ewt-test_iaa50.cgel,weblog-blogspot.com_marketview_20050511222700_ENG_20050511_222700-0002,3,this,this,[none],Det,DP,NP,this,this BuzzMachine post,Subj,this BuzzMachine post,Head:D > Det:DP,"This BuzzMachine post argues that Google's rush toward ubiquity might backfire -- which we've all heard before, but it's particularly well-put in this post."
ewt-test_iaa50.cgel,weblog-blogspot.com_marketview_20050511222700_ENG_20050511_222700-0002,66,all,all,[none],Mod,DP,VP,all,all heard before,,,Head:D > Mod:DP,"This BuzzMachine post argues that Google's rush toward ubiquity might backfire -- which we've all heard before, but it's particularly well-put in this post."
ewt-test_iaa50.cgel,weblog-blogspot.com_marketview_20050511222700_ENG_20050511_222700-0002,110,this,this,[none],Det,DP,NP,this,this post,Obj,this post,Head:D > Det:DP,"This BuzzMachine post argues that Google's rush toward ubiquity might backfire -- which we've all heard before, but it's particularly well-put in this post."
ewt-test_iaa50.cgel,reviews-363482-0002,24,a,a,[none],Det,DP,NP,a,a cafe,Obj,a cafe,Head:D > Det:DP,"How do you run a cafe, with no refills on coffee-?"
ewt-test_iaa50.cgel,reviews-363482-0002,35,no,no,[none],Det,DP,NP,no,no refills on coffee,Obj,no refills on coffee,Head:D > Det:DP,"How do you run a cafe, with no refills on coffee-?"
ewt-test_iaa50.cgel,answers-20111106015552AAj6rCu_ans-0001,14,any,any,[none],Det,DP,NP,any,any good places to get an ice cream sundae from in Invercargill New Zealand,DisplacedSubj,any good places to get an ice cream sundae from in Invercargill New Zealand,Head:D > Det:DP,is there any good places to get an ice-cream sundae from in Invercargill New Zealand?
ewt-test_iaa50.cgel,answers-20111106015552AAj6rCu_ans-0001,36,an,a,[none],Det,DP,NP,an,an ice cream sundae,Obj,an ice cream sundae,Head:D > Det:DP,is there any good places to get an ice-cream sundae from in Invercargill New Zealand?
ewt-test_iaa50.cgel,email-enronsent28_01-0034,41,the,the,[none],Det,DP,NP,the,the revised values,Subj,the revised values,Head:D > Det:DP,"I talked with Gary Wilson, and he confirmed that the revised values are correct."
ewt-test_iaa50.cgel,answers-20110320195750AAkPbFG_ans-0001,11,a,a,[none],Det,DP,NP,a,a Nacho Libre question,Obj,a Nacho Libre question,Head:D > Det:DP,I have a Nacho Libre question.?
ewt-test_iaa50.cgel,weblog-blogspot.com_aggressivevoicedaily_20060811122000_ENG_20060811_122000-0024,11,28,28,[none],Det-Head,DP,Nom,28,28,Supplement,28,Head:D > Det-Head:DP,"Umar Islam, 28, (born Brian Young) High Wycombe"
ewt-test_iaa50.cgel,reviews-085009-0003,4,the,the,[none],Det,DP,NP,the,the work,Subj,the work,Head:D > Det:DP,"The work was completed within one week, and everything was cleaned up on completion."
ewt-test_iaa50.cgel,reviews-085009-0003,25,one,one,[none],Det,DP,NP,one,one week,Obj,one week,Head:D > Det:DP,"The work was completed within one week, and everything was cleaned up on completion."
ewt-test_iaa50.cgel,reviews-085009-0003,39,everything,everything,[none],Det-Head,DP,Nom,everything,everything,Subj,everything,Head:D > Det-Head:DP,"The work was completed within one week, and everything was cleaned up on completion."
ewt-test_iaa50.cgel,reviews-299169-0003,66,a,a,[none],Det,DP,NP,a,a refund,Obj,a refund,Head:D > Det:DP,"When I tried to return it they refused, so I had to leave without a refund and still hungry."
ewt-test_iaa50.cgel,answers-20111107164802AAq8nhF_ans-0003,20,any,any,[none],Det,DP,NP,any,any information about it,Obj,any information about it,Head:D > Det:DP,I cant find any information about it
ewt-test_iaa50.cgel,answers-20111107201117AANg07J_ans-0006,12,these,this,[none],Det,DP,NP,these,these kits,Obj,these kits,Head:D > Det:DP,They sell these kits in most hobby and craft stores.
ewt-test_iaa50.cgel,answers-20111107201117AANg07J_ans-0006,24,most,most,[none],Det,DP,NP,most,most hobby and craft stores,Obj,most hobby and craft stores,Head:D > Det:DP,They sell these kits in most hobby and craft stores.
ewt-test_iaa50.cgel,reviews-047891-0001,26,the,the,[none],Det,DP,NP,the,the pricing,Subj,the pricing,Head:D > Det:DP,Great job on my roof and the pricing was fair.
ewt-test_iaa50.cgel,newsgroup-groups.google.com_hiddennook_e21e429b3ad58235_ENG_20050830_214700-0005,41,the,the,[none],Det,DP,NP,the,the shuttle model,Obj,the shuttle model,Head:D > Det:DP,"It looks as if NASA is transitioning away from the shuttle model, as in the past they have proven to be quite dangerous as Columbia has recently proved."
ewt-test_iaa50.cgel,newsgroup-groups.google.com_hiddennook_e21e429b3ad58235_ENG_20050830_214700-0005,59,the,the,[none],Det,DP,NP,the,the past,Obj,the past,Head:D > Det:DP,"It looks as if NASA is transitioning away from the shuttle model, as in the past they have proven to be quite dangerous as Columbia has recently proved."
ewt-test_iaa50.cgel,weblog-blogspot.com_aggressivevoicedaily_20060811122000_ENG_20060811_122000-0029,11,20,20,[none],Det-Head,DP,Nom,20,20,Supplement,20,Head:D > Det-Head:DP,"Zakaria Amara, 20, Mississauga, Ont.;"
ewt-test_iaa50.cgel,weblog-juancole.com_juancole_20041018060600_ENG_20041018_060600-0012,6,that,that,[none],Det,DP,NP,that,that point,Obj,that point,Head:D > Det:DP,"After that point, al-Qaeda was a joint enterprise between the Egyptian extremists and the polyglot Arabs around Bin Laden, only some of whom were Saudi."
ewt-test_iaa50.cgel,weblog-juancole.com_juancole_20041018060600_ENG_20041018_060600-0012,28,a,a,[none],Det,DP,NP,a,a joint enterprise between the Egyptian extremists and the polyglot Arabs around Bin Laden only some of whom were Saudi,PredComp,a joint enterprise between the Egyptian extremists and the polyglot Arabs around Bin Laden only some of whom were Saudi,Head:D > Det:DP,"After that point, al-Qaeda was a joint enterprise between the Egyptian extremists and the polyglot Arabs around Bin Laden, only some of whom were Saudi."
ewt-test_iaa50.cgel,weblog-juancole.com_juancole_20041018060600_ENG_20041018_060600-0012,43,the,the,[none],Det,DP,NP,the,the Egyptian extremists,Coordinate,the Egyptian extremists,Head:D > Det:DP,"After that point, al-Qaeda was a joint enterprise between the Egyptian extremists and the polyglot Arabs around Bin Laden, only some of whom were Saudi."
ewt-test_iaa50.cgel,weblog-juancole.com_juancole_20041018060600_ENG_20041018_060600-0012,57,the,the,[none],Det,DP,NP,the,the polyglot Arabs around Bin Laden only some of whom were Saudi,Head,the polyglot Arabs around Bin Laden only some of whom were Saudi,Head:D > Det:DP,"After that point, al-Qaeda was a joint enterprise between the Egyptian extremists and the polyglot Arabs around Bin Laden, only some of whom were Saudi."
ewt-test_iaa50.cgel,weblog-juancole.com_juancole_20041018060600_ENG_20041018_060600-0012,85,some,some,[none],Det-Head,DP,Nom,only some,only some of whom,Prenucleus,only some of whom,Head:D > Det-Head:DP,"After that point, al-Qaeda was a joint enterprise between the Egyptian extremists and the polyglot Arabs around Bin Laden, only some of whom were Saudi."
