comparison,before_spec,after_spec,method_before,method_after,matched_before,matched_after,change_in_matched,ari_before,ari_after,change_in_ari,between_partition_ari,minimum_changed_forms
equal_features_to_unique_profiles,no_sem__equal_features__jaccard__average,no_sem__equal_features__jaccard__average,average,average,74,74,0,0.00178392512401945,0.00178392512401945,0.0,1.0,0
jaccard_equal_to_idf,no_sem__equal_features__jaccard__average,no_sem__idf_presence__jaccard__average,average,average,74,121,47,0.00178392512401945,0.564790821368477,0.5630068962444575,0.002264624424280557,63
sqrt_hamming_to_hamming,no_sem__equal_domains__sqrt_hamming__pam,no_sem__equal_domains__hamming__pam,pam,pam,103,103,0,0.237788234678377,0.237788234678377,0.0,1.0,0
sqrt_hamming_to_jaccard,no_sem__equal_domains__sqrt_hamming__pam,no_sem__equal_domains__jaccard__pam,pam,pam,103,116,13,0.237788234678377,0.460114543894976,0.22232630921659902,0.5630669999387232,17
pam_to_average,no_sem__equal_domains__sqrt_hamming__pam,no_sem__equal_domains__sqrt_hamming__average,pam,average,103,104,1,0.237788234678377,0.252413533231221,0.014625298552844002,0.9700796050638449,1
pam_to_energy,no_sem__equal_domains__sqrt_hamming__pam,no_sem__equal_domains__sqrt_hamming__energy,pam,energy,103,103,0,0.237788234678377,0.237788234678377,0.0,1.0,0
sqrt_hamming_to_hamming,no_sem__equal_domains__sqrt_hamming__average,no_sem__equal_domains__hamming__average,average,average,104,104,0,0.252413533231221,0.252413533231221,0.0,1.0,0
sqrt_hamming_to_jaccard,no_sem__equal_domains__sqrt_hamming__average,no_sem__equal_domains__jaccard__average,average,average,104,105,1,0.252413533231221,0.267257710839959,0.014844177608737963,0.8560097957166485,5
pam_to_average,no_sem__equal_domains__hamming__pam,no_sem__equal_domains__hamming__average,pam,average,103,104,1,0.237788234678377,0.252413533231221,0.014625298552844002,0.9700796050638449,1
pam_to_average,no_sem__equal_domains__jaccard__pam,no_sem__equal_domains__jaccard__average,pam,average,116,105,-11,0.460114543894976,0.267257710839959,-0.19285683305501705,0.5202447526429965,19
pam_to_average,no_sem__idf_presence__jaccard__pam,no_sem__idf_presence__jaccard__average,pam,average,117,121,4,0.480160937337068,0.564790821368477,0.08462988403140903,0.6327077090340287,14
equal_features_to_equal_domains,no_synt__equal_features__sqrt_hamming__pam,no_synt__equal_domains__sqrt_hamming__pam,pam,pam,129,103,-26,0.754391050461008,0.237788234678377,-0.516602815782631,0.34517542091952397,28
equal_features_to_unique_profiles,no_synt__equal_features__sqrt_hamming__pam,no_synt__unique_profiles__sqrt_hamming__pam,pam,pam,129,129,0,0.754391050461008,0.754391050461008,0.0,1.0,0
sqrt_hamming_to_hamming,no_synt__equal_features__sqrt_hamming__pam,no_synt__equal_features__hamming__pam,pam,pam,129,123,-6,0.754391050461008,0.60970930179085,-0.14468174867015793,0.832241740453828,6
sqrt_hamming_to_jaccard,no_synt__equal_features__sqrt_hamming__pam,no_synt__equal_features__jaccard__pam,pam,pam,129,123,-6,0.754391050461008,0.60963690143988,-0.14475414902112793,0.68016606287382,12
pam_to_average,no_synt__equal_features__sqrt_hamming__pam,no_synt__equal_features__sqrt_hamming__average,pam,average,129,133,4,0.754391050461008,0.859309342325905,0.10491829186489698,0.8865650903295795,4
pam_to_energy,no_synt__equal_features__sqrt_hamming__pam,no_synt__equal_features__sqrt_hamming__energy,pam,energy,129,125,-4,0.754391050461008,0.656232090438534,-0.09815896002247393,0.7797857081929916,8
equal_features_to_equal_domains,no_synt__equal_features__sqrt_hamming__average,no_synt__equal_domains__sqrt_hamming__average,average,average,133,78,-55,0.859309342325905,0.0120222314449279,-0.8472871108809771,0.017709121135911696,57
equal_features_to_unique_profiles,no_synt__equal_features__sqrt_hamming__average,no_synt__unique_profiles__sqrt_hamming__average,average,average,133,133,0,0.859309342325905,0.859309342325905,0.0,1.0,0
sqrt_hamming_to_hamming,no_synt__equal_features__sqrt_hamming__average,no_synt__equal_features__hamming__average,average,average,133,133,0,0.859309342325905,0.859309342325905,0.0,1.0,0
sqrt_hamming_to_jaccard,no_synt__equal_features__sqrt_hamming__average,no_synt__equal_features__jaccard__average,average,average,133,72,-61,0.859309342325905,-0.00202489946437497,-0.86133424179028,-0.012473509874354272,65
equal_features_to_equal_domains,no_synt__equal_features__sqrt_hamming__energy,no_synt__equal_domains__sqrt_hamming__energy,energy,energy,125,103,-22,0.656232090438534,0.237788234678377,-0.418443855760157,0.2482273663543626,34
equal_features_to_unique_profiles,no_synt__equal_features__sqrt_hamming__energy,no_synt__unique_profiles__sqrt_hamming__energy,energy,energy,125,125,0,0.656232090438534,0.656232090438534,0.0,1.0,0
equal_features_to_equal_domains,no_synt__equal_features__hamming__pam,no_synt__equal_domains__hamming__pam,pam,pam,123,103,-20,0.60970930179085,0.237788234678377,-0.371921067112473,0.24669699547880386,34
equal_features_to_unique_profiles,no_synt__equal_features__hamming__pam,no_synt__unique_profiles__hamming__pam,pam,pam,123,123,0,0.60970930179085,0.60970930179085,0.0,1.0,0
pam_to_average,no_synt__equal_features__hamming__pam,no_synt__equal_features__hamming__average,pam,average,123,133,10,0.60970930179085,0.859309342325905,0.2496000405350549,0.7290790752061355,10
equal_features_to_equal_domains,no_synt__equal_features__hamming__average,no_synt__equal_domains__hamming__average,average,average,133,78,-55,0.859309342325905,0.0120222314449279,-0.8472871108809771,0.017709121135911696,57
equal_features_to_unique_profiles,no_synt__equal_features__hamming__average,no_synt__unique_profiles__hamming__average,average,average,133,133,0,0.859309342325905,0.859309342325905,0.0,1.0,0
equal_features_to_equal_domains,no_synt__equal_features__jaccard__pam,no_synt__equal_domains__jaccard__pam,pam,pam,123,115,-8,0.60963690143988,0.440451617975337,-0.16918528346454303,0.6327832573736452,14
equal_features_to_unique_profiles,no_synt__equal_features__jaccard__pam,no_synt__unique_profiles__jaccard__pam,pam,pam,123,123,0,0.60963690143988,0.60963690143988,0.0,1.0,0
jaccard_equal_to_idf,no_synt__equal_features__jaccard__pam,no_synt__idf_presence__jaccard__pam,pam,pam,123,122,-1,0.60963690143988,0.586997615488207,-0.022639285951673083,0.9710129931103928,1
pam_to_average,no_synt__equal_features__jaccard__pam,no_synt__equal_features__jaccard__average,pam,average,123,72,-51,0.60963690143988,-0.00202489946437497,-0.611661800904255,-0.0003602976304022875,67
equal_features_to_equal_domains,no_synt__equal_features__jaccard__average,no_synt__equal_domains__jaccard__average,average,average,72,70,-2,-0.00202489946437497,-0.00412286766922999,-0.0020979682048550196,-0.04411515444885061,14
equal_features_to_unique_profiles,no_synt__equal_features__jaccard__average,no_synt__unique_profiles__jaccard__average,average,average,72,72,0,-0.00202489946437497,-0.00202489946437497,0.0,1.0,0
jaccard_equal_to_idf,no_synt__equal_features__jaccard__average,no_synt__idf_presence__jaccard__average,average,average,72,112,40,-0.00202489946437497,0.384046959972268,0.38607185943664296,-0.025519280430852317,56
sqrt_hamming_to_hamming,no_synt__equal_domains__sqrt_hamming__pam,no_synt__equal_domains__hamming__pam,pam,pam,103,103,0,0.237788234678377,0.237788234678377,0.0,1.0,0
sqrt_hamming_to_jaccard,no_synt__equal_domains__sqrt_hamming__pam,no_synt__equal_domains__jaccard__pam,pam,pam,103,115,12,0.237788234678377,0.440451617975337,0.20266338329696,0.5849942927386074,16
pam_to_average,no_synt__equal_domains__sqrt_hamming__pam,no_synt__equal_domains__sqrt_hamming__average,pam,average,103,78,-25,0.237788234678377,0.0120222314449279,-0.22576600323344911,0.12502792349901246,37
pam_to_energy,no_synt__equal_domains__sqrt_hamming__pam,no_synt__equal_domains__sqrt_hamming__energy,pam,energy,103,103,0,0.237788234678377,0.237788234678377,0.0,1.0,0
sqrt_hamming_to_hamming,no_synt__equal_domains__sqrt_hamming__average,no_synt__equal_domains__hamming__average,average,average,78,78,0,0.0120222314449279,0.0120222314449279,0.0,1.0,0
sqrt_hamming_to_jaccard,no_synt__equal_domains__sqrt_hamming__average,no_synt__equal_domains__jaccard__average,average,average,78,70,-8,0.0120222314449279,-0.00412286766922999,-0.016145099114157888,-0.07345890170570195,26
pam_to_average,no_synt__equal_domains__hamming__pam,no_synt__equal_domains__hamming__average,pam,average,103,78,-25,0.237788234678377,0.0120222314449279,-0.22576600323344911,0.12502792349901246,37
pam_to_average,no_synt__equal_domains__jaccard__pam,no_synt__equal_domains__jaccard__average,pam,average,115,70,-45,0.440451617975337,-0.00412286766922999,-0.444574485644567,-0.021613209460050558,63
sqrt_hamming_to_hamming,no_synt__unique_profiles__sqrt_hamming__pam,no_synt__unique_profiles__hamming__pam,pam,pam,129,123,-6,0.754391050461008,0.60970930179085,-0.14468174867015793,0.832241740453828,6
sqrt_hamming_to_jaccard,no_synt__unique_profiles__sqrt_hamming__pam,no_synt__unique_profiles__jaccard__pam,pam,pam,129,123,-6,0.754391050461008,0.60963690143988,-0.14475414902112793,0.68016606287382,12
pam_to_average,no_synt__unique_profiles__sqrt_hamming__pam,no_synt__unique_profiles__sqrt_hamming__average,pam,average,129,133,4,0.754391050461008,0.859309342325905,0.10491829186489698,0.8865650903295795,4
pam_to_energy,no_synt__unique_profiles__sqrt_hamming__pam,no_synt__unique_profiles__sqrt_hamming__energy,pam,energy,129,125,-4,0.754391050461008,0.656232090438534,-0.09815896002247393,0.7797857081929916,8
sqrt_hamming_to_hamming,no_synt__unique_profiles__sqrt_hamming__average,no_synt__unique_profiles__hamming__average,average,average,133,133,0,0.859309342325905,0.859309342325905,0.0,1.0,0
sqrt_hamming_to_jaccard,no_synt__unique_profiles__sqrt_hamming__average,no_synt__unique_profiles__jaccard__average,average,average,133,72,-61,0.859309342325905,-0.00202489946437497,-0.86133424179028,-0.012473509874354272,65
pam_to_average,no_synt__unique_profiles__hamming__pam,no_synt__unique_profiles__hamming__average,pam,average,123,133,10,0.60970930179085,0.859309342325905,0.2496000405350549,0.7290790752061355,10
pam_to_average,no_synt__unique_profiles__jaccard__pam,no_synt__unique_profiles__jaccard__average,pam,average,123,72,-51,0.60963690143988,-0.00202489946437497,-0.611661800904255,-0.0003602976304022875,67
pam_to_average,no_synt__idf_presence__jaccard__pam,no_synt__idf_presence__jaccard__average,pam,average,122,112,-10,0.586997615488207,0.384046959972268,-0.20295065551593894,0.5432064462350653,18
